,bound,comp,comp_post_post,comp_post_prior,comp_prior_post,comp_prior_prior,mcallester,risk_post_post,risk_post_prior,risk_post_test,risk_prior_post,risk_prior_prior,risk_prior_test,seeger
alpha_post=173.20508075688775/alpha_prior=173.20508075688775/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=risk/comp_prior=risk/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=10,0.00044003662,-0.0242843627929687,93.58149,93.55739,130.41582,130.416,0.89023304,0.8754,0.87366664,0.8696,0.7519,0.7519,0.7502,0.8849765509840188
alpha_post=2279.5070569547775/alpha_prior=628.3487915845371/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=risk/comp_prior=risk/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=10,0.00046898128,0.84405517578125,761.02313,207.29398,764.3771,209.8039,0.34667975,0.33136666,0.32713333,0.336,0.3396,0.33783334,0.3487,0.34588476916953
alpha_post=244.94897427831785/alpha_prior=244.94897427831785/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=lever/comp_post=risk/comp_prior=none/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=10,0.0002113606694852,-1.0,-1.0,-1.0,-1.0,-1.0,0.46296343,0.45268333,-1.0,0.4544,-1.0,-1.0,-1.0,0.4629295442023803
alpha_post=2279.5070569547775/alpha_prior=173.20508075688775/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=risk/comp_prior=risk/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=10,0.0,-101.2188720703125,1826.847,139.67538,1716.3688,130.416,0.8005,0.8005,0.80553335,0.8034,0.7519,0.7519,0.7502,0.8004999764245004
alpha_post=173.20508075688775/alpha_prior=8269.535156745107/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=risk/comp_prior=risk/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=10,0.10748803,3211.41552734375,93.58149,4466.8213,26.139933,1187.9641,1.1072276,0.8754,0.87366664,0.8696,0.2169,0.2067,0.222,0.975407403172344
alpha_post=628.3487915845371/alpha_prior=628.3487915845371/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=risk/comp_prior=risk/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=10,0.00039545883,-1.3616180419921875,237.00339,234.74422,210.70145,209.8039,0.3949283,0.38086668,0.3771,0.3866,0.3396,0.33783334,0.3487,0.3945835014793129
alpha_post=969.0463085136714/alpha_prior=3833.6586254776325/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=dziugaite/comp_post=risk/comp_prior=risk/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=10,0.1277886208492544,-1.0,185.17865,732.588,881.51184,3487.3623,0.44120657,0.18843333,0.18843333,0.1795,0.90925,0.90925,0.9107,0.4264289679122384
alpha_post=969.0463085136714/alpha_prior=60000.00000000002/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=dziugaite/comp_post=risk/comp_prior=risk/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=10,2.1598292142152795,-1.0,185.17865,11465.622,27.977007,1732.2395,1.2276227,0.18843333,0.18843333,0.1795,0.033183333,0.033183333,0.0301,0.96116444840578
alpha_post=8269.535156745107/alpha_prior=2279.5070569547775/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=risk/comp_prior=risk/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=10,0.12856336,3843.67529296875,1166.8593,322.8635,6471.141,1783.4705,0.45767164,0.20413333,0.20396666,0.2146,0.78153336,0.78146666,0.7868,0.4457819561462512
alpha_post=30000.00000000001/alpha_prior=2279.5070569547775/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=risk/comp_prior=risk/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=10,0.4663576,13977.501953125,3241.9553,254.92647,18352.654,1388.1235,0.64685255,0.16396667,0.1687,0.1738,0.6101,0.60733336,0.6158,0.632768691382809
alpha_post=60000.00000000002/alpha_prior=244.94897427831785/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=dziugaite/comp_post=risk/comp_prior=risk/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=10,0.5113753911861694,-1.0,5209.478,21.267605,35512.242,144.97813,0.6358057,0.13015,0.13015,0.1437,0.5901333,0.5901333,0.5947,0.6171877014784801
alpha_post=8269.535156745107/alpha_prior=30000.00000000001/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=risk/comp_prior=risk/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=10,0.039260816,1164.59912109375,1186.2275,4349.5117,831.18207,2829.8672,0.34724188,0.20713334,0.21026666,0.2182,0.15256667,0.14083333,0.161,0.3339581165928389
alpha_post=628.3487915845371/alpha_prior=173.20508075688775/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=risk/comp_prior=risk/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=10,0.0058605913,162.59234619140625,247.88132,67.77059,473.11908,130.416,0.4517322,0.3976,0.39396667,0.4032,0.7519,0.7519,0.7502,0.4512302792528069
alpha_post=60000.00000000002/alpha_prior=60000.00000000002/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=dziugaite/comp_post=risk/comp_prior=risk/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=10,2.0002261992631256,-1.0,5165.3276,5165.3276,5306.574,5306.574,1.1292065,0.12915,0.12915,0.1412,0.13405,0.13405,0.1441,0.9346946184114524
alpha_post=2279.5070569547775/alpha_prior=2279.5070569547775/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=risk/comp_prior=risk/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=10,0.001032879,17.760986328125,1826.847,1838.2314,1394.5001,1388.1235,0.82322526,0.8005,0.80553335,0.8034,0.6101,0.60733336,0.6158,0.8182425725648914
alpha_post=2279.5070569547775/alpha_prior=8269.535156745107/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=risk/comp_prior=risk/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=10,0.13410045,4009.788330078125,1826.847,6668.687,341.75854,1173.81,1.0594406,0.8005,0.80553335,0.8034,0.20343333,0.1937,0.212,0.9484114704725536
alpha_post=2279.5070569547775/alpha_prior=30000.00000000001/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=risk/comp_prior=risk/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=10,0.6592704,19764.88671875,1826.847,24192.486,229.11632,2829.8672,1.3746386,0.8005,0.80553335,0.8034,0.15256667,0.14083333,0.161,0.9969640077153477
alpha_post=173.20508075688775/alpha_prior=30000.00000000001/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=risk/comp_prior=risk/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=10,0.44372675,13298.5771484375,93.58149,16204.616,17.409075,2829.8672,1.3464237,0.8754,0.87366664,0.8696,0.15256667,0.14083333,0.161,0.9985967001530178
alpha_post=15166.394348316875/alpha_prior=969.0463085136714/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=dziugaite/comp_post=risk/comp_prior=risk/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=10,0.08950992893564,-1.0,1804.2721,115.28272,5456.564,348.64337,0.39132035,0.17976667,0.17976667,0.1922,0.38318333,0.38318333,0.3907,0.3734541748981056
alpha_post=15166.394348316875/alpha_prior=244.94897427831785/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=dziugaite/comp_post=risk/comp_prior=risk/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=10,0.1250171747812545,-1.0,1864.1124,30.106853,8976.545,144.97813,0.43593383,0.18591666,0.18591666,0.1924,0.5901333,0.5901333,0.5947,0.4205496059538591
alpha_post=15166.394348316875/alpha_prior=15166.394348316875/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=dziugaite/comp_post=risk/comp_prior=risk/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=10,0.5057726775403539,-1.0,1007.12726,1007.12726,774.06506,774.06506,0.5669781,0.0641,0.0641,0.0658,0.04805,0.04805,0.0447,0.5281535960876849
alpha_post=15166.394348316875/alpha_prior=60000.00000000002/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=dziugaite/comp_post=risk/comp_prior=risk/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=10,2.020730812102557,-1.0,1864.1124,7374.643,1447.9321,5728.186,1.191086,0.18591666,0.18591666,0.1924,0.14535,0.14535,0.1586,0.9531679131162158
alpha_post=244.94897427831785/alpha_prior=244.94897427831785/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=lever/comp_post=risk/comp_prior=none/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=20,0.0002113606694852,-1.0,-1.0,-1.0,-1.0,-1.0,0.5430634,0.5327833,-1.0,0.5315,-1.0,-1.0,-1.0,0.5430309835577581
alpha_post=3833.6586254776325/alpha_prior=3833.6586254776325/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=lever/comp_post=risk/comp_prior=none/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=20,0.0012734137237036,-1.0,-1.0,-1.0,-1.0,-1.0,0.79466635,0.7694333,-1.0,0.7664,-1.0,-1.0,-1.0,0.7902212546692635
alpha_post=628.3487915845371/alpha_prior=8269.535156745107/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=risk/comp_prior=risk/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=10,0.06404639,1908.1663818359373,247.88132,3235.6516,94.20615,1173.81,0.57655025,0.3976,0.39396667,0.4032,0.20343333,0.1937,0.212,0.5758157510841357
alpha_post=173.20508075688775/alpha_prior=628.3487915845371/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=risk/comp_prior=risk/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=10,0.0038299502,101.67312622070312,93.58149,339.40503,55.672157,199.82257,0.9191604,0.8754,0.87366664,0.8696,0.325,0.3216,0.3329,0.9023697818554152
alpha_post=969.0463085136714/alpha_prior=969.0463085136714/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=risk/comp_prior=risk/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=10,0.0041760313,236.98992919921875,288.05096,0.0,525.0409,0.0,0.34167814,0.29598334,-1.0,0.3034,-1.0,-1.0,-1.0,0.3387550156588914
alpha_post=244.94897427831785/alpha_prior=969.0463085136714/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=dziugaite/comp_post=risk/comp_prior=risk/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=10,0.0373431694334974,-1.0,135.002,534.08344,37.263718,147.41956,0.69936067,0.56271666,0.56271666,0.5638,0.14978333,0.14978333,0.1477,0.692753488633901
alpha_post=244.94897427831785/alpha_prior=244.94897427831785/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=risk/comp_prior=risk/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=10,0.0006788282,27.1577377319336,105.55854,0.0,132.71628,0.0,0.45685652,0.43843332,-1.0,0.4388,-1.0,-1.0,-1.0,0.456765856165917
alpha_post=3833.6586254776325/alpha_prior=3833.6586254776325/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=risk/comp_prior=risk/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=20,0.0,-1386.64111328125,3461.541,0.0,2074.9,0.0,0.90248334,0.90248334,-1.0,0.9026,-1.0,-1.0,-1.0,0.9024833462577312
alpha_post=628.3487915845371/alpha_prior=30000.00000000001/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=risk/comp_prior=risk/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=10,0.27177563,8140.04296875,239.162,11325.017,67.3413,3013.1526,0.7529963,0.38436666,0.38143334,0.388,0.1644,0.1528,0.1776,0.7361186086036815
alpha_post=628.3487915845371/alpha_prior=2279.5070569547775/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=risk/comp_prior=risk/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=10,0.0,-670.4168090820312,239.162,860.5152,491.7004,1783.4705,0.38436666,0.38436666,0.38143334,0.388,0.78153336,0.78146666,0.7868,0.3843666641769621
alpha_post=244.94897427831785/alpha_prior=3833.6586254776325/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=dziugaite/comp_post=risk/comp_prior=risk/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=10,0.1405828705403235,-1.0,107.861565,1688.1248,56.391296,882.5715,0.71307534,0.44795,0.44795,0.4511,0.26021665,0.26021665,0.2714,0.7031992122989755
alpha_post=60000.00000000002/alpha_prior=244.94897427831785/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=dziugaite/comp_post=risk/comp_prior=risk/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=20,0.5267051097759521,-1.0,1291.2184,5.271377,32517.535,132.75229,0.5364789,0.0233,0.0233,0.0234,0.89351666,0.89351666,0.8936,0.4698023490159878
alpha_post=2279.5070569547775/alpha_prior=173.20508075688775/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=risk/comp_prior=risk/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=20,0.0,-751.1055908203125,2046.5593,155.67154,1233.5205,93.738304,0.8973333,0.8973333,0.8983,0.899,0.9002,0.8987333,0.9016,0.8973333262503149
alpha_post=60000.00000000002/alpha_prior=60000.00000000002/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=risk/comp_prior=risk/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=20,0.51999825,31186.32421875,1287.6136,0.0,32473.938,0.0,0.5337011,0.0238,-1.0,0.0221,-1.0,-1.0,-1.0,0.4670554846300261
alpha_post=60000.00000000002/alpha_prior=3833.6586254776325/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=dziugaite/comp_post=risk/comp_prior=risk/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=10,0.2611807611185339,-1.0,5165.3276,330.03503,13700.643,875.3931,0.49052292,0.12915,0.12915,0.1412,0.25951666,0.25951666,0.2682,0.4667361390447718
alpha_post=969.0463085136714/alpha_prior=3833.6586254776325/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=dziugaite/comp_post=risk/comp_prior=risk/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=20,0.1277886208492544,-1.0,192.23495,760.5036,860.66095,3404.8738,0.4492899,0.19651666,0.19651666,0.1848,0.8876333,0.8876333,0.8865,0.4360382493249807
alpha_post=969.0463085136714/alpha_prior=15166.394348316875/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=dziugaite/comp_post=risk/comp_prior=risk/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=10,0.5560414210913409,-1.0,316.79486,4958.1074,110.92794,1736.1161,0.85292673,0.32565,0.32565,0.3362,0.17168333,0.17168333,0.1861,0.8095421860261252
alpha_post=969.0463085136714/alpha_prior=15166.394348316875/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=dziugaite/comp_post=risk/comp_prior=risk/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=20,0.5384750344810714,-1.0,192.23495,3008.6396,58.308132,912.5716,0.7153977,0.19651666,0.19651666,0.1848,0.057166666,0.057166666,0.0558,0.6985552191242645
alpha_post=60000.00000000002/alpha_prior=3833.6586254776325/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=dziugaite/comp_post=risk/comp_prior=risk/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=20,0.9313495930629996,-1.0,1799.1447,114.95511,53289.152,3404.8738,0.7180537,0.03565,0.03565,0.0335,0.8876333,0.8876333,0.8865,0.670626051810669
alpha_post=30000.00000000001/alpha_prior=173.20508075688775/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=risk/comp_prior=risk/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=20,0.4926624,14766.646484375,1382.0847,8.426536,16234.043,93.738304,0.551851,0.055533335,0.058833335,0.0598,0.9002,0.8987333,0.9016,0.5078117374541493
alpha_post=15166.394348316875/alpha_prior=15166.394348316875/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=dziugaite/comp_post=risk/comp_prior=risk/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=20,0.5057726775403539,-1.0,718.6836,718.6836,912.5716,912.5716,0.5465114,0.043633334,0.043633334,0.0428,0.057166666,0.057166666,0.0558,0.4955684709112409
alpha_post=244.94897427831785/alpha_prior=15166.394348316875/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=dziugaite/comp_post=risk/comp_prior=risk/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=20,0.6182772644815673,-1.0,125.5506,7773.659,14.738735,912.5716,1.0887856,0.5327833,0.5327833,0.5315,0.057166666,0.057166666,0.0558,0.9344521118632196
alpha_post=3833.6586254776325/alpha_prior=60000.00000000002/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=dziugaite/comp_post=risk/comp_prior=risk/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=20,2.568890869617463,-1.0,2408.1008,37688.812,79.23289,1240.0616,1.7598839,0.62655,0.62655,0.6258,0.022633333,0.022633333,0.0259,0.9998244996055776
alpha_post=244.94897427831785/alpha_prior=244.94897427831785/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=risk/comp_prior=risk/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=20,0.00034525673,7.1434478759765625,125.43085,0.0,132.5743,0.0,0.5468555,0.5337167,-1.0,0.5326,-1.0,-1.0,-1.0,0.5468078070718567
alpha_post=3833.6586254776325/alpha_prior=60000.00000000002/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=dziugaite/comp_post=risk/comp_prior=risk/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=10,2.137540727853776,-1.0,901.40765,14107.792,339.0599,5306.574,1.2674302,0.23361667,0.23361667,0.2399,0.13405,0.13405,0.1441,0.9694684137091344
alpha_post=15166.394348316875/alpha_prior=15166.394348316875/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=lever/comp_post=risk/comp_prior=none/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=20,0.0104988115753557,-1.0,-1.0,-1.0,-1.0,-1.0,0.11608612,0.043633334,-1.0,0.0428,-1.0,-1.0,-1.0,0.0797432935663891
alpha_post=15166.394348316875/alpha_prior=60000.00000000002/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=dziugaite/comp_post=risk/comp_prior=risk/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=20,2.016133658587933,-1.0,718.6836,2843.195,395.8114,1565.8754,1.0476587,0.043633334,0.043633334,0.0428,0.029633334,0.029633334,0.0301,0.8988100650711434
alpha_post=969.0463085136714/alpha_prior=969.0463085136714/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=risk/comp_prior=risk/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=20,0.005606727,322.8316650390625,201.64754,0.0,524.4792,0.0,0.25943014,0.20648333,-1.0,0.2018,-1.0,-1.0,-1.0,0.2514415322652239
alpha_post=3833.6586254776325/alpha_prior=3833.6586254776325/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=dziugaite/comp_post=risk/comp_prior=risk/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=20,0.1280148201123791,-1.0,2408.1008,2408.1008,3454.7356,3454.7356,0.8795469,0.62655,0.62655,0.6258,0.9007,0.9007,0.8968,0.8369080174789821
alpha_post=244.94897427831785/alpha_prior=60000.00000000002/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=dziugaite/comp_post=risk/comp_prior=risk/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=20,2.490311712026597,-1.0,125.60057,30765.73,5.0625305,1240.0616,1.6485488,0.5326833,0.5326833,0.5332,0.022633333,0.022633333,0.0259,0.998893299484616
alpha_post=969.0463085136714/alpha_prior=969.0463085136714/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=lever/comp_post=risk/comp_prior=none/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=20,0.0003536292646992,-1.0,-1.0,-1.0,-1.0,-1.0,0.20981383,0.19651666,-1.0,0.1848,-1.0,-1.0,-1.0,0.2072259616581146
alpha_post=173.20508075688775/alpha_prior=173.20508075688775/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=risk/comp_prior=risk/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=20,0.00044007122,-0.0232467651367187,93.8932,93.880974,93.72729,93.738304,0.9280336,0.9132,0.9133,0.9154,0.9002,0.8987333,0.9016,0.9213101300156152
alpha_post=628.3487915845371/alpha_prior=628.3487915845371/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=risk/comp_prior=risk/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=20,0.0005290806,2.64703369140625,306.51382,308.2676,136.50426,135.61101,0.50579804,0.48953333,0.49246666,0.4749,0.21713333,0.2157,0.2053,0.5057975471652968
alpha_post=30000.00000000001/alpha_prior=2279.5070569547775/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=risk/comp_prior=risk/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=20,0.7998243,23981.50390625,1382.0847,110.899445,27325.418,2072.728,0.68791944,0.055533335,0.058833335,0.0598,0.91043335,0.90886664,0.9108,0.6495694498786266
alpha_post=244.94897427831785/alpha_prior=15166.394348316875/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=dziugaite/comp_post=risk/comp_prior=risk/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=10,0.5877457239685286,-1.0,108.779305,6735.239,28.039616,1736.1161,0.99478376,0.45268333,0.45268333,0.4544,0.17168333,0.17168333,0.1861,0.8934257603436376
alpha_post=3833.6586254776325/alpha_prior=969.0463085136714/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=dziugaite/comp_post=risk/comp_prior=risk/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=10,0.0384789759865631,-1.0,901.40765,227.85173,1379.2733,348.64337,0.37232316,0.23361667,0.23361667,0.2399,0.38318333,0.38318333,0.3907,0.3625071863271238
alpha_post=244.94897427831785/alpha_prior=244.94897427831785/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=dziugaite/comp_post=risk/comp_prior=risk/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=10,0.0083911650724019,-1.0,108.779305,108.779305,144.97813,144.97813,0.51745665,0.45268333,0.45268333,0.4544,0.5901333,0.5901333,0.5947,0.517424170017163
alpha_post=628.3487915845371/alpha_prior=30000.00000000001/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=risk/comp_prior=risk/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=20,0.45231417,13556.19921875,306.51382,14717.985,21.152666,876.42487,0.96509314,0.48953333,0.49246666,0.4749,0.040533334,0.033866666,0.0375,0.8800918227326013
alpha_post=173.20508075688775/alpha_prior=30000.00000000001/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=risk/comp_prior=risk/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=20,0.5054592,15150.55078125,93.8932,16260.661,6.545216,1022.7617,1.4159222,0.9132,0.9133,0.9154,0.044566665,0.040433332,0.0422,0.9999011251179768
