,bound,comp,comp_post_post,comp_post_prior,comp_prior_post,comp_prior_prior,mcallester,risk_post_post,risk_post_prior,risk_post_test,risk_prior_post,risk_prior_prior,risk_prior_test,seeger
alpha_post=30000.00000000001/alpha_prior=8269.535156745107/batch_size=64/beta_post=0.9/beta_prior=0.9/bound=comp/comp_post=risk_dist_l2/comp_prior=risk_dist_l2/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=40,0.37625206,11274.3359375,18119.215,5016.0513,33665.297,9287.798,0.7250017,0.29126668,0.2993,0.3023,0.26076666,0.26413333,0.2717,0.7112040572069489
alpha_post=15166.394348316875/alpha_prior=15166.394348316875/batch_size=64/beta_post=0.1/beta_prior=0.1/bound=comp/comp_post=risk_sum_fro/comp_prior=risk_sum_fro/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=40,0.6918376,41496.6875,4357.588,0.0,45854.277,0.0,1.4881487,0.9,-1.0,0.9,-1.0,-1.0,-1.0,0.9999616540876994
alpha_post=628.3487915845371/alpha_prior=173.20508075688775/batch_size=64/beta_post=0.1/beta_prior=0.1/bound=comp/comp_post=risk_sum_fro/comp_prior=risk_sum_fro/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=40,0.0,-157.253662109375,518.566,142.95569,301.40405,83.04742,0.88026667,0.88026667,0.88123333,0.8833,0.9385333,0.93726665,0.9379,0.8802666673044364
alpha_post=173.20508075688775/alpha_prior=30000.00000000001/batch_size=64/beta_post=0.9/beta_prior=0.9/bound=comp/comp_post=risk_dist_l2/comp_prior=risk_dist_l2/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=40,0.6268745,18793.009765625,223.12354,38645.438,113.525955,19742.828,1.4338214,0.8739667,0.86806667,0.8684,0.39443332,0.40156665,0.4028,0.9996566853596428
alpha_post=8269.535156745107/alpha_prior=2279.5070569547775/batch_size=64/beta_post=0.1/beta_prior=0.1/bound=comp/comp_post=risk_gap/comp_prior=risk_gap/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=40,0.0006160679,5.25665283203125,443.7114,122.68019,451.49936,125.211525,0.88305086,0.8655,0.8661,0.8632,0.90743333,0.9087,0.9094,0.8771744029621527
alpha_post=60000.00000000002/alpha_prior=60000.00000000002/batch_size=64/beta_post=0.1/beta_prior=0.1/bound=comp/comp_post=risk_sum_fro/comp_prior=risk_sum_fro/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=40,2.864131,171834.28125,9570.5,0.0,181404.78,0.0,2.0966892,0.9,-1.0,0.9,-1.0,-1.0,-1.0,0.9999999992549418
alpha_post=8269.535156745107/alpha_prior=30000.00000000001/batch_size=64/beta_post=0.9/beta_prior=0.9/bound=comp/comp_post=risk_dist_l2/comp_prior=risk_dist_l2/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=40,0.33539796,10048.712890625,9598.776,34919.78,5782.24,21054.531,0.687444,0.27793333,0.2836,0.2819,0.44873333,0.45583335,0.456,0.6780725681578117
alpha_post=173.20508075688775/alpha_prior=173.20508075688775/batch_size=64/beta_post=0.7000000000000001/beta_prior=0.7000000000000001/bound=comp/comp_post=risk_dist_l2/comp_prior=risk_dist_l2/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=40,0.00044158666,0.022216796875,481.7054,481.7023,481.71033,481.685,0.88882583,0.8739667,0.86806667,0.8684,0.89166665,0.88673335,0.8899,0.8836087214560884
alpha_post=8269.535156745107/alpha_prior=628.3487915845371/batch_size=64/beta_post=0.1/beta_prior=0.1/bound=comp/comp_post=risk_sum_fro/comp_prior=risk_sum_fro/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=40,0.32738867,9808.4345703125,1155.8533,87.826096,11770.808,894.346,1.3320916,0.9275,0.9236,0.925,0.9041,0.8993667,0.9018,0.9996961047341326
alpha_post=30000.00000000001/alpha_prior=8269.535156745107/batch_size=64/beta_post=0.30000000000000004/beta_prior=0.30000000000000004/bound=comp/comp_post=risk_dist_l2/comp_prior=risk_dist_l2/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=40,0.49678755,14890.400390625,14827.006,4086.8945,35384.094,9753.582,1.3382912,0.8399,0.8376333,0.8414,0.8465667,0.8461,0.8463,0.9970762208844804
alpha_post=8269.535156745107/alpha_prior=8269.535156745107/batch_size=64/beta_post=0.9/beta_prior=0.9/bound=comp/comp_post=risk_dist_l2/comp_prior=risk_dist_l2/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=40,0.0010722263,18.94140625,9598.164,9625.036,9279.643,9287.573,0.30102077,0.27786666,0.28383332,0.2816,0.26086667,0.26403335,0.2716,0.298917766938793
alpha_post=628.3487915845371/alpha_prior=173.20508075688775/batch_size=64/beta_post=0.7000000000000001/beta_prior=0.7000000000000001/bound=comp/comp_post=risk_dist_l2/comp_prior=risk_dist_l2/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=40,0.00043160538,-0.2772216796875,1747.9496,481.8213,1747.5361,481.685,0.89362353,0.8789333,0.8733,0.8735,0.89166665,0.88673335,0.8899,0.8882985267890771
alpha_post=173.20508075688775/alpha_prior=173.20508075688775/batch_size=64/beta_post=0.1/beta_prior=0.1/bound=comp/comp_post=risk_sum_fro/comp_prior=risk_sum_fro/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=40,0.00044207685,0.0369224548339843,60.89062,60.892593,83.08237,83.04742,0.95446736,0.9396,0.9374667,0.9406,0.9385333,0.93726665,0.9379,0.9464253803168106
alpha_post=244.94897427831785/alpha_prior=244.94897427831785/batch_size=64/beta_post=0.1/beta_prior=0.1/bound=comp/comp_post=risk_sum_fro/comp_prior=risk_sum_fro/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=40,0.010735216,630.5409545898438,110.04098,0.0,740.5819,0.0,0.98783064,0.9145667,-1.0,0.9127,-1.0,-1.0,-1.0,0.9496371286335696
alpha_post=30000.00000000001/alpha_prior=2279.5070569547775/batch_size=64/beta_post=0.1/beta_prior=0.1/bound=comp/comp_post=risk_sum_fro/comp_prior=risk_sum_fro/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=40,0.0,-7240.0546875,17988.53,1366.8378,10153.05,771.41296,0.9,0.9,0.9,0.9,0.90096664,0.899,0.9,0.8999999783933168
alpha_post=628.3487915845371/alpha_prior=628.3487915845371/batch_size=64/beta_post=0.1/beta_prior=0.1/bound=comp/comp_post=risk_sum_fro/comp_prior=risk_sum_fro/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=40,0.0004456516,0.1441650390625,1883.5415,1883.6179,1885.8657,1885.798,0.8898273,0.8749,0.8791,0.8749,0.90096664,0.899,0.9001,0.8845532423180371
alpha_post=173.20508075688775/alpha_prior=8269.535156745107/batch_size=64/beta_post=0.9/beta_prior=0.9/bound=comp/comp_post=risk_dist_l2/comp_prior=risk_dist_l2/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=40,0.044977628,1336.103515625,223.12354,10652.659,194.36665,9287.798,1.0239294,0.8739667,0.86806667,0.8684,0.26076666,0.26413333,0.2717,0.9508400298529835
alpha_post=8269.535156745107/alpha_prior=628.3487915845371/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=risk_dist_l2/comp_prior=risk_dist_l2/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=40,0.7777749,23320.021484375,10222.909,776.6968,35460.586,2694.3506,1.437675,0.81406665,0.81156665,0.814,0.8917,0.88633335,0.8905,0.9988419821649792
alpha_post=30000.00000000001/alpha_prior=8269.535156745107/batch_size=64/beta_post=0.1/beta_prior=0.1/bound=comp/comp_post=risk_sum_fro/comp_prior=risk_sum_fro/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=40,0.22544625,6750.162109375,17988.53,4958.5776,27307.4,7527.287,1.2357426,0.9,0.9,0.9,0.901,0.899,0.9,0.9957769756381456
alpha_post=2279.5070569547775/alpha_prior=8269.535156745107/batch_size=64/beta_post=0.1/beta_prior=0.1/bound=comp/comp_post=risk_sum_fro/comp_prior=risk_sum_fro/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=40,0.0,-1178.005859375,1626.5803,5900.9473,2074.9138,7527.287,0.8516333,0.8516333,0.84933335,0.8514,0.901,0.899,0.9,0.8516333130815381
alpha_post=3833.6586254776325/alpha_prior=3833.6586254776325/batch_size=64/beta_post=0.9/beta_prior=0.9/bound=comp/comp_post=risk_dist_l2/comp_prior=risk_dist_l2/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=40,0.00018250624,-2.62158203125,4937.99,0.0,4935.3687,0.0,0.8642027,0.85465,-1.0,0.8531,-1.0,-1.0,-1.0,0.86129711914257
alpha_post=628.3487915845371/alpha_prior=628.3487915845371/batch_size=64/beta_post=0.9/beta_prior=0.9/bound=comp/comp_post=risk_dist_l2/comp_prior=risk_dist_l2/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=40,0.00044429052,0.10333251953125,809.6339,809.62,809.1074,808.9902,0.8939712,0.87906665,0.87343335,0.8735,0.896,0.8907667,0.8956,0.8885605454140624
alpha_post=30000.00000000001/alpha_prior=628.3487915845371/batch_size=64/beta_post=0.1/beta_prior=0.1/bound=comp/comp_post=risk_sum_fro/comp_prior=risk_sum_fro/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=40,2.3518264,70541.5625,17988.53,376.77045,90039.12,1885.798,1.9843953,0.9,0.9,0.9,0.90096664,0.899,0.9001,0.9999999992549418
alpha_post=2279.5070569547775/alpha_prior=628.3487915845371/batch_size=64/beta_post=0.1/beta_prior=0.1/bound=comp/comp_post=risk_sum_fro/comp_prior=risk_sum_fro/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=40,0.1263572,3777.490478515625,1626.5803,448.37506,6841.4937,1885.798,1.1029868,0.8516333,0.84933335,0.8514,0.90096664,0.899,0.9001,0.9700064375086584
alpha_post=30000.00000000001/alpha_prior=30000.00000000001/batch_size=64/beta_post=0.1/beta_prior=0.1/bound=comp/comp_post=risk_sum_fro/comp_prior=risk_sum_fro/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=40,0.00044175755,0.02734375,17988.53,17988.596,14386.289,14386.328,0.914862,0.9,0.9,0.9,0.90003335,0.89996666,0.9,0.9086812330618512
alpha_post=2279.5070569547775/alpha_prior=8269.535156745107/batch_size=64/beta_post=0.7000000000000001/beta_prior=0.7000000000000001/bound=comp/comp_post=risk_dist_l2/comp_prior=risk_dist_l2/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=40,0.28159407,8434.5966796875,6338.6187,22994.928,3122.6433,11344.355,1.2529292,0.8777,0.8725333,0.873,0.57056665,0.5739667,0.5691,0.995029298987154
alpha_post=628.3487915845371/alpha_prior=2279.5070569547775/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=risk_dist_l2/comp_prior=risk_dist_l2/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=40,0.028996201,856.66064453125,2686.0862,9744.483,2359.2036,8560.94,0.99934137,0.8789333,0.87326664,0.8736,0.57986665,0.5850667,0.5784,0.9426941014016704
alpha_post=30000.00000000001/alpha_prior=2279.5070569547775/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=risk_dist_l2/comp_prior=risk_dist_l2/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=40,2.9477773,88420.09375,16944.629,1287.4093,112638.25,8560.94,2.0168047,0.8027667,0.8002667,0.8051,0.57986665,0.5850667,0.5784,0.999999974283702
alpha_post=628.3487915845371/alpha_prior=2279.5070569547775/batch_size=64/beta_post=0.1/beta_prior=0.1/bound=comp/comp_post=risk_sum_fro/comp_prior=risk_sum_fro/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=40,0.03620823,1073.0216064453125,713.8762,2590.001,305.64197,1108.7451,1.0239183,0.8893667,0.89056665,0.8899,0.901,0.8990667,0.9,0.955007529940742
alpha_post=8269.535156745107/alpha_prior=173.20508075688775/batch_size=64/beta_post=0.1/beta_prior=0.1/bound=comp/comp_post=risk_sum_fro/comp_prior=risk_sum_fro/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=40,0.06151364,1832.183837890625,2095.356,43.887157,3966.7,83.04742,1.0950428,0.91966665,0.9167,0.9199,0.9385333,0.93726665,0.9379,0.9824635081674272
alpha_post=2279.5070569547775/alpha_prior=173.20508075688775/batch_size=64/beta_post=0.30000000000000004/beta_prior=0.30000000000000004/bound=comp/comp_post=risk_sum_fro/comp_prior=risk_sum_fro/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=40,0.0,-273.97998046875,1530.9342,116.340805,1234.3328,93.71936,0.89563334,0.89563334,0.89683336,0.8967,0.9044667,0.90246665,0.9056,0.8956333406594892
alpha_post=8269.535156745107/alpha_prior=30000.00000000001/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=risk_dist_l2/comp_prior=risk_dist_l2/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=40,0.48562348,14555.478515625,10222.909,37082.75,4682.6167,16986.979,1.306826,0.81406665,0.81156665,0.814,0.85983336,0.85786664,0.861,0.994314787904
alpha_post=8269.535156745107/alpha_prior=173.20508075688775/batch_size=64/beta_post=0.30000000000000004/beta_prior=0.30000000000000004/bound=comp/comp_post=risk_sum_fro/comp_prior=risk_sum_fro/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=40,0.0,-2991.70068359375,7533.652,157.79057,4477.88,93.71936,0.9022667,0.9022667,0.89773333,0.9,0.9044667,0.90246665,0.9056,0.9022666819224754
alpha_post=628.3487915845371/alpha_prior=628.3487915845371/batch_size=64/beta_post=0.30000000000000004/beta_prior=0.30000000000000004/bound=comp/comp_post=risk_sum_fro/comp_prior=risk_sum_fro/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=40,0.00044181047,0.0289306640625,3192.408,3192.4963,825.92633,825.9858,0.9318296,0.9169667,0.9187667,0.917,0.76173335,0.76276666,0.7611,0.924923470633976
alpha_post=244.94897427831785/alpha_prior=244.94897427831785/batch_size=64/beta_post=0.30000000000000004/beta_prior=0.30000000000000004/bound=comp/comp_post=risk_sum_fro/comp_prior=risk_sum_fro/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=40,0.008145641,475.1664733886719,130.29202,0.0,605.4585,0.0,0.899502,0.83568335,-1.0,0.8312,-1.0,-1.0,-1.0,0.8792332140307977
alpha_post=60000.00000000002/alpha_prior=60000.00000000002/batch_size=64/beta_post=0.30000000000000004/beta_prior=0.30000000000000004/bound=comp/comp_post=risk_sum_fro/comp_prior=risk_sum_fro/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=40,2.2323048,133924.703125,14381.734,0.0,148306.44,0.0,1.9564811,0.9,-1.0,0.9,-1.0,-1.0,-1.0,0.9999999992549418
alpha_post=173.20508075688775/alpha_prior=30000.00000000001/batch_size=64/beta_post=0.1/beta_prior=0.1/bound=comp/comp_post=risk_sum_fro/comp_prior=risk_sum_fro/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=40,0.24155258,7233.3515625,60.890625,10546.907,18.888285,3271.5532,1.2871288,0.9396,0.9374667,0.9406,0.89993334,0.9000667,0.9,0.9995771846786
alpha_post=628.3487915845371/alpha_prior=173.20508075688775/batch_size=64/beta_post=0.30000000000000004/beta_prior=0.30000000000000004/bound=comp/comp_post=risk_sum_fro/comp_prior=risk_sum_fro/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=40,0.0,-708.081787109375,1317.9329,363.3252,340.24527,93.71936,0.9218,0.9218,0.9218,0.9211,0.9044667,0.90246665,0.9056,0.9218000191047784
alpha_post=8269.535156745107/alpha_prior=628.3487915845371/batch_size=64/beta_post=0.30000000000000004/beta_prior=0.30000000000000004/bound=comp/comp_post=risk_sum_fro/comp_prior=risk_sum_fro/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=40,0.10319394,3082.5927734375,7533.652,572.42847,10869.802,825.9858,1.1294163,0.9022667,0.89773333,0.9,0.76173335,0.76276666,0.7611,0.9848527437493296
alpha_post=3833.6586254776325/alpha_prior=3833.6586254776325/batch_size=64/beta_post=0.7000000000000001/beta_prior=0.7000000000000001/bound=comp/comp_post=risk_dist_l2/comp_prior=risk_dist_l2/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=40,0.027222358,1619.76953125,9038.038,0.0,10657.808,0.0,0.61321694,0.49655,-1.0,0.5043,-1.0,-1.0,-1.0,0.6117673332290539
alpha_post=2279.5070569547775/alpha_prior=628.3487915845371/batch_size=64/beta_post=0.30000000000000004/beta_prior=0.30000000000000004/bound=comp/comp_post=risk_sum_fro/comp_prior=risk_sum_fro/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=40,0.03582123,1061.4114990234375,1530.9342,422.0581,2996.2734,825.9858,1.0294639,0.89563334,0.89683336,0.8967,0.76173335,0.76276666,0.7611,0.9587085315913448
alpha_post=30000.00000000001/alpha_prior=2279.5070569547775/batch_size=64/beta_post=0.30000000000000004/beta_prior=0.30000000000000004/bound=comp/comp_post=risk_sum_fro/comp_prior=risk_sum_fro/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=40,0.37369773,11197.7060546875,5876.632,446.52722,17994.395,1366.5845,1.3606602,0.9284,0.9253333,0.9258,0.8344333,0.8269333,0.8292,0.9998518507455638
alpha_post=969.0463085136714/alpha_prior=969.0463085136714/batch_size=64/beta_post=0.30000000000000004/beta_prior=0.30000000000000004/bound=comp/comp_post=risk_sum_fro/comp_prior=risk_sum_fro/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=40,0.020475123,1214.9354248046875,1180.328,0.0,2395.2634,0.0,0.81858087,0.7174,-1.0,0.7208,-1.0,-1.0,-1.0,0.801827104900581
alpha_post=2279.5070569547775/alpha_prior=30000.00000000001/batch_size=64/beta_post=0.30000000000000004/beta_prior=0.30000000000000004/bound=comp/comp_post=risk_dist_l2/comp_prior=risk_dist_l2/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=40,2.8591425,85761.046875,8175.8877,107596.4,1123.2648,14782.729,1.9812135,0.7855667,0.7811,0.7891,0.86226666,0.8605667,0.8627,0.9999998570100854
alpha_post=173.20508075688775/alpha_prior=2279.5070569547775/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=risk_dist_l2/comp_prior=risk_dist_l2/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=40,0.036931373,1094.7158203125,740.28705,9742.696,650.0626,8557.756,1.0098552,0.8739667,0.86806667,0.8684,0.5765333,0.5822333,0.5758,0.9455203765010508
alpha_post=3833.6586254776325/alpha_prior=3833.6586254776325/batch_size=64/beta_post=0.30000000000000004/beta_prior=0.30000000000000004/bound=comp/comp_post=risk_sum_fro/comp_prior=risk_sum_fro/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=40,0.14036943,8408.59375,1067.3436,0.0,9475.9375,0.0,1.0999074,0.83498335,-1.0,0.8358,-1.0,-1.0,-1.0,0.966347639515618
alpha_post=15166.394348316875/alpha_prior=15166.394348316875/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=risk_dist_l2/comp_prior=risk_dist_l2/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=40,0.8726464,52345.2109375,12456.925,0.0,64802.137,0.0,1.5115976,0.85105,-1.0,0.8517,-1.0,-1.0,-1.0,0.9998306184102989
alpha_post=30000.00000000001/alpha_prior=628.3487915845371/batch_size=64/beta_post=0.30000000000000004/beta_prior=0.30000000000000004/bound=comp/comp_post=risk_dist_l2/comp_prior=risk_dist_l2/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=40,5.179198,155362.71875,14827.006,310.53687,173513.38,3634.188,2.4491231,0.8399,0.8376333,0.8414,0.8919,0.8864,0.8905,0.9999999994035812
alpha_post=30000.00000000001/alpha_prior=8269.535156745107/batch_size=64/beta_post=0.30000000000000004/beta_prior=0.30000000000000004/bound=comp/comp_post=risk_sum_fro/comp_prior=risk_sum_fro/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=40,0.7352948,22045.619140625,5876.632,1619.8997,36311.81,10009.457,1.5347393,0.9284,0.9253333,0.9258,0.89173335,0.8914,0.8906,0.9999990520385248
alpha_post=628.3487915845371/alpha_prior=8269.535156745107/batch_size=64/beta_post=0.30000000000000004/beta_prior=0.30000000000000004/bound=comp/comp_post=risk_sum_fro/comp_prior=risk_sum_fro/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=40,0.9862509,29574.30078125,3192.408,42015.613,760.54944,10009.457,1.6191956,0.9169667,0.9187667,0.917,0.89173335,0.8914,0.8906,0.9999997791432113
alpha_post=2279.5070569547775/alpha_prior=2279.5070569547775/batch_size=64/beta_post=0.1/beta_prior=0.1/bound=comp/comp_post=risk_sum_fro/comp_prior=risk_sum_fro/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=40,0.00044338923,0.0762939453125,742.98706,743.00745,533.5983,533.5424,0.87032276,0.85543334,0.85406667,0.8548,0.90096664,0.8990333,0.9,0.8656941379568841
alpha_post=173.20508075688775/alpha_prior=628.3487915845371/batch_size=64/beta_post=0.30000000000000004/beta_prior=0.30000000000000004/bound=comp/comp_post=risk_sum_fro/comp_prior=risk_sum_fro/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=40,0.0,-510.5661315917969,73.559906,266.92188,267.8793,971.80743,0.9024,0.9024,0.90133333,0.907,0.77216667,0.7715,0.772,0.9024000189661976
alpha_post=30000.00000000001/alpha_prior=173.20508075688775/batch_size=64/beta_post=0.7000000000000001/beta_prior=0.7000000000000001/bound=comp/comp_post=risk_gap/comp_prior=risk_gap/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=40,0.35178038,10540.185546875,805.9214,5.1464963,11406.815,65.85462,0.4659593,0.046566665,0.051266667,0.0464,0.9103,0.90896666,0.9106,0.4069811366543554
alpha_post=2279.5070569547775/alpha_prior=30000.00000000001/batch_size=64/beta_post=0.30000000000000004/beta_prior=0.30000000000000004/bound=comp/comp_post=risk_sum_fro/comp_prior=risk_sum_fro/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=40,0.45517996,13642.1728515625,1530.9342,20150.818,409.33197,5387.044,1.3726972,0.89563334,0.89683336,0.8967,0.9022667,0.89773333,0.9,0.9994804976409304
alpha_post=173.20508075688775/alpha_prior=2279.5070569547775/batch_size=64/beta_post=0.1/beta_prior=0.1/bound=comp/comp_post=risk_sum_fro/comp_prior=risk_sum_fro/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=40,0.008690959,247.50338745117188,60.890625,801.3917,40.544704,533.5424,1.0055202,0.9396,0.9374667,0.9406,0.90096664,0.8990333,0.9,0.9660240039168286
alpha_post=173.20508075688775/alpha_prior=8269.535156745107/batch_size=64/beta_post=0.1/beta_prior=0.1/bound=comp/comp_post=risk_sum_fro/comp_prior=risk_sum_fro/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=40,0.0,-52849.0390625,60.890625,2907.2676,1191.4999,56886.918,0.9396,0.9396,0.9374667,0.9406,0.901,0.899,0.9,0.9395999935448174
