,bound,comp,comp_post_post,comp_post_prior,comp_prior_post,comp_prior_prior,comp_sgd_post,comp_sgd_prior,mcallester,risk_post_post,risk_post_prior,risk_post_test,risk_prior_post,risk_prior_prior,risk_prior_test,risk_sgd_post,risk_sgd_prior,risk_sgd_test,seeger
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=neural/comp_prior=none/data=fashion/decay=0.5/delta=0.05/epoch=10/neural_path=model_neural_comp_fashion_64_1_0001.h5/prior=0.0/seed=20,0.81221586,48719.3828125,1.4146291,0.0,48720.797,0.0,137727.34,0.0,0.8209493,0.18368334,-1,0.1889,-1,-1,-1,0.20996666,-1,0.2221,0.7821476320853566
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=neural/comp_prior=none/data=fashion/decay=0.5/delta=0.05/epoch=10/neural_path=model_neural_comp_fashion_64_1_001.h5/prior=0.0/seed=20,0.0,-27546062159872.0,27546062000000.0,0.0,4853.581,0.0,599168000000000.0,0.0,0.9355,0.9355,-1,0.9396,-1,-1,-1,0.20996666,-1,0.2221,0.9355000267103312
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=neural/comp_prior=none/data=fashion/decay=0.5/delta=0.05/epoch=10/neural_path=model_neural_comp_fashion_64_1_0001.h5/prior=0.0/seed=40,0.9223587,55327.94921875,1.2453071,0.0,55329.195,0.0,52729.285,0.0,0.9287685,0.24966666,-1,0.2538,-1,-1,-1,0.18508333,-1,0.1966,0.8542413851287085
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=neural/comp_prior=none/data=fashion/decay=0.5/delta=0.05/epoch=10/neural_path=model_neural_comp_fashion_64_1_0001.h5/prior=0.0/seed=0,0.10196795,6104.50537109375,0.010765885,0.0,6104.516,0.0,59444.35,0.0,0.6642463,0.43845,-1,0.44,-1,-1,-1,0.14161667,-1,0.1528,0.6595240669791012
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=dist_neural/comp_prior=none/data=fashion/decay=0.5/delta=0.05/epoch=10/neural_path=model_neural_comp_fashion_128_3_001.h5/prior=0.0/seed=10,232.55017,13952996.0,173.0,0.0,13953169.0,0.0,0.0,0.0,10.9139595,0.13086666,-1,0.1393,-1,-1,-1,0.13088334,-1,0.1393,0.9999999991905564
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=dist_neural/comp_prior=none/data=fashion/decay=0.5/delta=0.05/epoch=10/neural_path=model_neural_comp_fashion_256_1_001.h5/prior=0.0/seed=40,0.05676445,3392.294921875,26.175049,0.0,3418.47,0.0,0.0,0.0,0.35075358,0.18228333,-1,0.1932,-1,-1,-1,0.18508333,-1,0.1966,0.3330217364715341
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=neural/comp_prior=none/data=fashion/decay=0.5/delta=0.05/epoch=10/neural_path=model_neural_comp_fashion_64_1_001.h5/prior=0.0/seed=40,80196770.0,4811806212096.0,0.022900216,0.0,4811806000000.0,0.0,4514848.5,0.0,6333.2417,0.91321665,-1,0.913,-1,-1,-1,0.18508333,-1,0.1966,0.9999999993534135
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=dist_neural/comp_prior=none/data=fashion/decay=0.5/delta=0.05/epoch=10/neural_path=model_neural_comp_fashion_64_1_001.h5/prior=0.0/seed=20,9986133000.0,599168003342336.0,0.0,0.0,599168000000000.0,0.0,0.0,0.0,70661.84,0.20996666,-1,0.2221,-1,-1,-1,0.20996666,-1,0.2221,0.999999999264224
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=dist_neural/comp_prior=none/data=mnist/decay=0.5/delta=0.05/epoch=10/neural_path=model_neural_comp_mnist_128_3_001.h5/prior=0.0/seed=20,3423015200.0,205380906909696.0,0.0,0.0,205380900000000.0,0.0,0.0,0.0,41370.395,0.025,-1,0.0263,-1,-1,-1,0.025,-1,0.0263,0.9999999990919604
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=dist_neural/comp_prior=none/data=fashion/decay=0.5/delta=0.05/epoch=10/neural_path=model_neural_comp_fashion_128_1_001.h5/prior=0.0/seed=10,229655680.0,13779340361728.0,0.0,0.0,13779340000000.0,0.0,0.0,0.0,10715.906,0.13088334,-1,0.1393,-1,-1,-1,0.13088334,-1,0.1393,0.999999999190572
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=neural/comp_prior=none/data=fashion/decay=0.5/delta=0.05/epoch=10/neural_path=model_neural_comp_fashion_64_1_001.h5/prior=0.0/seed=10,0.0016247594,83.91361236572266,1.4629947,0.0,85.37661,0.0,52950.05,0.0,0.19558561,0.16708334,-1,0.1779,-1,-1,-1,0.12615,-1,0.1335,0.1890581762268028
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=neural/comp_prior=none/data=fashion/decay=0.5/delta=0.05/epoch=10/neural_path=model_neural_comp_fashion_64_1_001.h5/prior=0.0/seed=0,33073490.0,1984409370624.0,2.612998,0.0,1984409400000.0,0.0,11139144000.0,0.0,4067.4456,0.9058833,-1,0.9048,-1,-1,-1,0.14161667,-1,0.1528,0.999999999298776
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=neural/comp_prior=none/data=fashion/decay=0.5/delta=0.05/epoch=10/neural_path=model_neural_comp_fashion_64_1_0001.h5/prior=0.0/seed=30,0.9707142,58229.28125,1.7981468,0.0,58231.08,0.0,133799.14,0.0,1.1137258,0.41705,-1,0.4241,-1,-1,-1,0.1107,-1,0.123,0.9382650715994264
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=dist_neural/comp_prior=none/data=fashion/decay=0.5/delta=0.05/epoch=10/neural_path=model_neural_comp_fashion_64_1_0001.h5/prior=0.0/seed=0,0.8883846,53289.50390625,50.33203,0.0,53339.836,0.0,0.0,0.0,0.8072942,0.14081667,-1,0.1509,-1,-1,-1,0.14161667,-1,0.1528,0.7686736161947119
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=dist_neural/comp_prior=none/data=fashion/decay=0.5/delta=0.05/epoch=10/neural_path=model_neural_comp_fashion_64_1_0001.h5/prior=0.0/seed=40,0.041383818,2469.45703125,130.45312,0.0,2599.9102,0.0,0.0,0.0,0.32893014,0.18508333,-1,0.1969,-1,-1,-1,0.18508333,-1,0.1966,0.3121197263492106
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=dist_neural/comp_prior=none/data=fashion/decay=0.5/delta=0.05/epoch=10/neural_path=model_neural_comp_fashion_64_1_001.h5/prior=0.0/seed=10,0.88110346,52852.63671875,12.0390625,0.0,52864.676,0.0,0.0,0.0,0.79032403,0.12658334,-1,0.1346,-1,-1,-1,0.12615,-1,0.1335,0.7540888315117336
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=dist_neural/comp_prior=none/data=fashion/decay=0.5/delta=0.05/epoch=10/neural_path=model_neural_comp_fashion_64_1_0001.h5/prior=0.0/seed=20,1.8461736,110756.84375,54.65625,0.0,110811.5,0.0,0.0,0.0,1.1616907,0.20091666,-1,0.2089,-1,-1,-1,0.20106667,-1,0.209,0.9462973626676882
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=dist_neural/comp_prior=none/data=fashion/decay=0.5/delta=0.05/epoch=10/neural_path=model_neural_comp_fashion_128_3_001.h5/prior=0.0/seed=20,8716230.0,522973806592.0,0.0,0.0,522973800000.0,0.0,0.0,0.0,2087.7559,0.14595,-1,0.1527,-1,-1,-1,0.14595,-1,0.1527,0.999999999204604
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=neural/comp_prior=none/data=fashion/decay=0.5/delta=0.05/epoch=10/neural_path=model_neural_comp_fashion_64_1_001.h5/prior=0.0/seed=30,0.0,-206456863326208.0,207021050000000.0,0.0,564182900000.0,0.0,2068943300000000.0,0.0,0.90596664,0.90596664,-1,0.9069,-1,-1,-1,0.1107,-1,0.123,0.9059666416205472
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=dist_neural/comp_prior=none/data=fashion/decay=0.5/delta=0.05/epoch=10/neural_path=model_neural_comp_fashion_256_1_001.h5/prior=0.0/seed=20,11305723.0,678343344128.0,0.0,0.0,678343340000.0,0.0,0.0,0.0,2377.7207,0.14595,-1,0.1527,-1,-1,-1,0.14595,-1,0.1527,0.999999999204604
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=dist_neural/comp_prior=none/data=fashion/decay=0.5/delta=0.05/epoch=10/neural_path=model_neural_comp_fashion_64_5_001.h5/prior=0.0/seed=0,96888536.0,5813312159744.0,0.0,0.0,5813312000000.0,0.0,0.0,0.0,6960.3335,0.14161667,-1,0.1528,-1,-1,-1,0.14161667,-1,0.1528,0.9999999992005684
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=dist_neural/comp_prior=none/data=mnist/decay=0.5/delta=0.05/epoch=10/neural_path=model_neural_comp_mnist_64_5_001.h5/prior=0.0/seed=0,442.7444,26564648.0,0.0,0.0,26564648.0,0.0,0.0,0.0,14.914349,0.035766665,-1,0.0345,-1,-1,-1,0.035766665,-1,0.0345,0.9999999991019876
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=dist_neural/comp_prior=none/data=fashion/decay=0.5/delta=0.05/epoch=10/neural_path=model_neural_comp_fashion_64_1_001.h5/prior=0.0/seed=0,32887838.0,1973270216704.0,0.0,0.0,1973270200000.0,0.0,0.0,0.0,4055.252,0.14161667,-1,0.1528,-1,-1,-1,0.14161667,-1,0.1528,0.9999999992005684
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=dist_neural/comp_prior=none/data=fashion/decay=0.5/delta=0.05/epoch=10/neural_path=model_neural_comp_fashion_64_1_001.h5/prior=0.0/seed=40,80196696.0,4811801493504.0,3.0,0.0,4811801500000.0,0.0,0.0,0.0,6332.5107,0.18508333,-1,0.1966,-1,-1,-1,0.18508333,-1,0.1966,0.9999999992410498
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=dist_neural/comp_prior=none/data=fashion/decay=0.5/delta=0.05/epoch=10/neural_path=model_neural_comp_fashion_128_1_001.h5/prior=0.0/seed=0,157719420.0,9463165616128.0,0.0,0.0,9463166000000.0,0.0,0.0,0.0,8880.44,0.14161667,-1,0.1528,-1,-1,-1,0.14161667,-1,0.1528,0.9999999992005684
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=dist_neural/comp_prior=none/data=fashion/decay=0.5/delta=0.05/epoch=10/neural_path=model_neural_comp_fashion_64_1_0001.h5/prior=0.0/seed=30,3.4897819,209373.328125,31.0,0.0,209404.33,0.0,0.0,0.0,1.4308432,0.1099,-1,0.1223,-1,-1,-1,0.11,-1,0.1224,0.9865402823459704
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=dist_neural/comp_prior=none/data=mnist/decay=0.5/delta=0.05/epoch=10/neural_path=model_neural_comp_mnist_256_3_001.h5/prior=0.0/seed=30,16194.218,971653056.0,0.0,0.0,971653060.0,0.0,0.0,0.0,90.00824,0.0243,-1,0.0246,-1,-1,-1,0.0243,-1,0.0246,0.9999999990913084
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=dist_neural/comp_prior=none/data=fashion/decay=0.5/delta=0.05/epoch=10/neural_path=model_neural_comp_fashion_64_1_001.h5/prior=0.0/seed=30,34472990000.0,2068379208777728.0,0.0,0.0,2068379200000000.0,0.0,0.0,0.0,131287.94,0.1107,-1,0.123,-1,-1,-1,0.1107,-1,0.123,0.9999999991717748
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=dist_neural/comp_prior=none/data=mnist/decay=0.5/delta=0.05/epoch=10/neural_path=model_neural_comp_mnist_256_3_001.h5/prior=0.0/seed=40,20514.688,1230881280.0,0.0,0.0,1230881300.0,0.0,0.0,0.0,101.30269,0.02415,-1,0.0231,-1,-1,-1,0.02415,-1,0.0231,0.9999999990911688
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=dist_neural/comp_prior=none/data=fashion/decay=0.5/delta=0.05/epoch=10/neural_path=model_neural_comp_fashion_64_5_001.h5/prior=0.0/seed=20,348724130.0,20923446984704.0,0.0,0.0,20923447000000.0,0.0,0.0,0.0,13204.824,0.20106667,-1,0.209,-1,-1,-1,0.20106667,-1,0.209,0.9999999992559354
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=dist_neural/comp_prior=none/data=fashion/decay=0.5/delta=0.05/epoch=10/neural_path=model_neural_comp_fashion_256_1_001.h5/prior=0.0/seed=30,255819150.0,15349148811264.0,0.0,0.0,15349149000000.0,0.0,0.0,0.0,11309.822,0.11,-1,0.1224,-1,-1,-1,0.11,-1,0.1224,0.9999999991711228
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=dist_neural/comp_prior=none/data=fashion/decay=0.5/delta=0.05/epoch=10/neural_path=model_neural_comp_fashion_128_1_001.h5/prior=0.0/seed=30,12936536.0,776192131072.0,0.0,0.0,776192100000.0,0.0,0.0,0.0,2543.3892,0.11,-1,0.1224,-1,-1,-1,0.11,-1,0.1224,0.9999999991711228
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=neural/comp_prior=none/data=fashion/decay=0.5/delta=0.05/epoch=10/neural_path=model_neural_comp_fashion_64_1_0001.h5/prior=0.0/seed=10,0.8043094,48244.99609375,0.002447837,0.0,48245.0,0.0,313105.25,0.0,0.80927336,0.17511667,-1,0.1842,-1,-1,-1,0.12615,-1,0.1335,0.7729961815818802
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=dist_neural/comp_prior=none/data=fashion/decay=0.5/delta=0.05/epoch=10/neural_path=model_neural_comp_fashion_64_1_0001.h5/prior=0.0/seed=10,4.4143047,264844.71875,15.53125,0.0,264860.25,0.0,0.0,0.0,1.6122154,0.12656666,-1,0.1346,-1,-1,-1,0.12615,-1,0.1335,0.995864771081738
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=dist_gap/comp_prior=none/data=mnist/decay=0.5/delta=0.05/epoch=1/neural_path=None/prior=0.0/seed=0,0.00295372,163.6512451171875,0.0,0.0,163.65125,0.0,0.0,0.0,0.06844661,0.030016666,-1,0.0277,-1,-1,-1,0.030016666,-1,0.0277,0.0450214917912008
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=dist_gap/comp_prior=none/data=fashion/decay=0.5/delta=0.05/epoch=1/neural_path=None/prior=0.0/seed=0,0.007105236,412.7421875,0.0,0.0,412.7422,0.0,0.0,0.0,0.26755384,0.20795,-1,0.2222,-1,-1,-1,0.20795,-1,0.2222,0.2589515725009483
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=gap/comp_prior=none/data=fashion/decay=0.5/delta=0.05/epoch=1/neural_path=None/prior=0.0/seed=0,0.0,-412.7421875,414.62695,0.0,1.8847656,0.0,414.62695,0.0,0.20795,0.20795,-1,0.2222,-1,-1,-1,0.20795,-1,0.2222,0.2079499967322219
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=gap/comp_prior=none/data=mnist/decay=0.5/delta=0.05/epoch=1/neural_path=None/prior=0.0/seed=0,0.0,-87.848876953125,92.74927,0.0,4.9003906,0.0,92.74927,0.0,0.02315,0.02315,-1,0.022,-1,-1,-1,0.02315,-1,0.022,0.0231500016309786
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=dist_gap/comp_prior=none/data=mnist/decay=0.5/delta=0.05/epoch=1/neural_path=None/prior=0.0/seed=10,0.00024237968,0.9708251953125,0.0,0.0,0.9708252,0.0,0.0,0.0,0.039958626,0.02895,-1,0.0298,-1,-1,-1,0.02895,-1,0.0298,0.0327948493668596
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=dist_gap/comp_prior=none/data=fashion/decay=0.5/delta=0.05/epoch=1/neural_path=None/prior=0.0/seed=10,0.005638333,324.72802734375,0.0,0.0,324.72803,0.0,0.0,0.0,0.22209582,0.169,-1,0.1776,-1,-1,-1,0.169,-1,0.1776,0.2112014536308131
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=gap/comp_prior=none/data=mnist/decay=0.5/delta=0.05/epoch=1/neural_path=None/prior=0.0/seed=10,0.00024237968,0.9708251953125,5.689331,0.0,6.6601562,0.0,5.689331,0.0,0.039958626,0.02895,-1,0.0298,-1,-1,-1,0.02895,-1,0.0298,0.0327948493668596
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=gap/comp_prior=none/data=fashion/decay=0.5/delta=0.05/epoch=1/neural_path=None/prior=0.0/seed=10,0.0,-324.72802734375,325.5288,0.0,0.80078125,0.0,325.5288,0.0,0.169,0.169,-1,0.1776,-1,-1,-1,0.169,-1,0.1776,0.1690000005355104
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=dist_gap/comp_prior=none/data=mnist/decay=0.5/delta=0.05/epoch=1/neural_path=None/prior=0.0/seed=20,0.00048779597,15.69580078125,0.0,0.0,15.695801,0.0,0.0,0.0,0.055800565,0.04018333,-1,0.0404,-1,-1,-1,0.04018333,-1,0.0404,0.0466184896588914
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=gap/comp_prior=none/data=mnist/decay=0.5/delta=0.05/epoch=1/neural_path=None/prior=0.0/seed=20,0.0,-17.9747314453125,22.613403,0.0,4.638672,0.0,22.613403,0.0,0.03965,0.03965,-1,0.0414,-1,-1,-1,0.03965,-1,0.0414,0.0396500015262048
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=dist_gap/comp_prior=none/data=fashion/decay=0.5/delta=0.05/epoch=1/neural_path=None/prior=0.0/seed=20,0.00631999,365.62744140625,0.0,0.0,365.62744,0.0,0.0,0.0,0.22384718,0.16763334,-1,0.1763,-1,-1,-1,0.16763334,-1,0.1763,0.2123327752075524
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=gap/comp_prior=none/data=fashion/decay=0.5/delta=0.05/epoch=1/neural_path=None/prior=0.0/seed=20,0.0,-365.62744140625,367.27393,0.0,1.6464844,0.0,367.27393,0.0,0.16763334,0.16763334,-1,0.1763,-1,-1,-1,0.16763334,-1,0.1763,0.1676333405378895
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=gap/comp_prior=none/data=mnist/decay=0.5/delta=0.05/epoch=1/neural_path=None/prior=0.0/seed=30,0.0,-50.76220703125,52.48877,0.0,1.7265625,0.0,52.48877,0.0,0.024866667,0.024866667,-1,0.0254,-1,-1,-1,0.024866667,-1,0.0254,0.0248666675529753
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=dist_gap/comp_prior=none/data=mnist/decay=0.5/delta=0.05/epoch=1/neural_path=None/prior=0.0/seed=30,0.001072236,50.76220703125,0.0,0.0,50.762207,0.0,0.0,0.0,0.048020888,0.024866667,-1,0.0254,-1,-1,-1,0.024866667,-1,0.0254,0.0327681302695753
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=dist_gap/comp_prior=none/data=fashion/decay=0.5/delta=0.05/epoch=1/neural_path=None/prior=0.0/seed=30,0.0053748568,308.91943359375,0.0,0.0,308.91943,0.0,0.0,0.0,0.23455708,0.18271667,-1,0.1934,-1,-1,-1,0.18271667,-1,0.1934,0.2249730076199623
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=gap/comp_prior=none/data=fashion/decay=0.5/delta=0.05/epoch=1/neural_path=None/prior=0.0/seed=30,0.0,-322.205078125,324.23242,0.0,2.0273438,0.0,324.23242,0.0,0.17585,0.17585,-1,0.1877,-1,-1,-1,0.17585,-1,0.1877,0.1758500047252979
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=gap/comp_prior=none/data=mnist/decay=0.5/delta=0.05/epoch=1/neural_path=None/prior=0.0/seed=40,0.0,-92.9019775390625,98.1051,0.0,5.203125,0.0,98.1051,0.0,0.025366666,0.025366666,-1,0.0226,-1,-1,-1,0.025366666,-1,0.0226,0.0253666667031434
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=dist_gap/comp_prior=none/data=fashion/decay=0.5/delta=0.05/epoch=1/neural_path=None/prior=0.0/seed=40,0.006144738,355.1123046875,0.0,0.0,355.1123,0.0,0.0,0.0,0.23444562,0.17901666,-1,0.1878,-1,-1,-1,0.17901666,-1,0.1878,0.2240453594905793
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=gap/comp_prior=none/data=fashion/decay=0.5/delta=0.05/epoch=1/neural_path=None/prior=0.0/seed=40,0.0,-355.1123046875,356.58887,0.0,1.4765625,0.0,356.58887,0.0,0.17901666,0.17901666,-1,0.1878,-1,-1,-1,0.17901666,-1,0.1878,0.1790166653888145
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=dist_gap/comp_prior=none/data=mnist/decay=0.5/delta=0.05/epoch=1/neural_path=None/prior=0.0/seed=40,0.001774598,92.9039306640625,0.0,0.0,92.90393,0.0,0.0,0.0,0.05515423,0.025366666,-1,0.0226,-1,-1,-1,0.025366666,-1,0.0226,0.035879640672502267
